A,OpenStartPage,1502215525023,72858,true
A,OpenStartPage,1502219591034,22467,false
A,OpenStartPage,1502219930021,56365,true
A,OpenStartPage,1502220375204,40463,true
A,OpenStartPage,1502220914719,80955,false
A,OpenStartPage,1502221020989,86368,false
A,OpenStartPage,1502221185746,85154,false
A,OpenStartPage,1502221309118,77892,false
A,OpenStartPage,1502221415751,81703,false
A,OpenStartPage,1502221515149,83420,false
A,OpenStartPage,1502221714390,84465,false
A,OpenStartPage,1502221819325,82525,false
A,OpenStartPage,1502221940481,88338,false
A,OpenStartPage,1502222069372,36895,false
A,OpenStartPage,1502222178264,73879,false
A,OpenStartPage,1502222793129,82089,false
A,OpenStartPage,1502222958545,79395,false
A,OpenStartPage,1502223073926,77002,false
A,OpenStartPage,1502223168881,81824,false
A,OpenStartPage,1502223266209,81693,false
A,OpenStartPage,1502223367119,77740,false
A,OpenStartPage,1502223464599,84676,false
A,OpenStartPage,1502223594224,83381,false
A,OpenStartPage,1502223829493,23211,true
A,OpenStartPage,1502224226686,22951,true
A,OpenStartPage,1502224337405,73336,false
A,OpenStartPage,1502224436196,80478,false
A,OpenStartPage,1502224565562,12010,true
A,OpenStartPage,1502224585163,74093,true
A,OpenStartPage,1502224669536,80116,false
A,OpenStartPage,1502224797897,74468,false
A,OpenStartPage,1502224914026,84660,false
A,OpenStartPage,1502225037589,93771,false
A,OpenStartPage,1502225149201,96896,false
A,OpenStartPage,1502225269265,91159,false
A,OpenStartPage,1502225379914,72042,false
A,OpenStartPage,1502225486459,82066,false
