A,OpenStartPage,1502213579282,75998,false
A,OpenStartPage,1502213723335,25158,true
A,OpenStartPage,1502213769661,80833,false
A,OpenStartPage,1502213879366,94197,false
A,OpenStartPage,1502213994659,73491,false
A,OpenStartPage,1502214091684,74073,false
A,OpenStartPage,1502214182306,33760,true
A,OpenStartPage,1502214228601,72937,false
A,OpenStartPage,1502214347362,69902,false
A,OpenStartPage,1502214437438,78203,false
A,OpenStartPage,1502214542856,23931,true
A,OpenStartPage,1502214806170,22394,true
A,OpenStartPage,1502214908250,80272,false
A,OpenStartPage,1502215008430,78455,false
A,OpenStartPage,1502215314033,79692,false
